"","ArrDelay","Month","DayOfWeek","CRSDepTime","CRSArrTime","AirTime","Distance","TaxiIn","TaxiOut","DepDelay","Diverted","Carrier","Weather","NAS","Security","LateAircraft"
"2284",64,2,5,1710,2000,130,1057,5,10,89,0,1,0,0,0,1
"2285",-5,1,3,1115,1306,90,556,6,15,-5,0,0,0,0,0,0
"2286",-4,3,7,1205,1647,192,1522,12,18,-4,0,0,0,0,0,0
"2287",21,6,4,1845,2050,96,612,6,24,20,0,1,0,1,0,1
"2288",18,7,6,1040,1210,133,888,5,15,15,0,1,0,1,0,1
"2289",123,10,3,1819,2003,68,522,6,18,135,0,0,0,0,0,1
"2290",-14,4,1,925,1329,144,1208,3,14,9,0,0,0,0,0,0
"2291",55,1,1,1127,1244,60,316,3,15,54,0,0,0,0,0,1
"2293",-25,8,4,1830,1929,31,135,5,3,-5,0,0,0,0,0,0
"2294",-14,9,4,2225,2330,38,259,6,13,-6,0,0,0,0,0,0
"2295",8,4,4,2229,2327,49,252,4,16,-3,0,0,0,0,0,0
"2296",-7,4,1,830,940,55,303,5,5,-2,0,0,0,0,0,0
"2297",219,2,2,855,1011,53,227,6,15,221,0,1,0,0,0,1
"2298",14,1,2,2045,2326,79,612,3,17,16,0,0,0,0,0,0
"2299",11,1,6,645,827,87,526,7,25,-6,0,0,0,0,0,0
"2300",-17,8,3,1045,1256,106,742,4,12,-8,0,0,0,0,0,0
"2301",29,6,4,1955,2000,111,813,4,13,26,0,1,0,1,0,0
"2302",17,8,7,1310,1810,172,1205,25,12,-12,0,0,0,1,0,0
"2303",-4,2,5,600,935,127,991,6,23,-5,0,0,0,0,0,0
"2304",24,11,5,1645,1805,61,395,5,15,23,0,1,0,1,0,1
"2305",0,3,7,700,1054,275,2007,6,17,-4,0,0,0,0,0,0
"2306",5,9,1,1511,1852,150,958,2,14,0,0,0,0,0,0,0
"2307",-5,5,2,815,1010,99,621,2,12,-3,0,0,0,0,0,0
"2308",-34,3,5,615,844,113,944,3,9,-10,0,0,0,0,0,0
"2309",68,5,6,1735,1928,292,2053,7,11,51,0,1,0,1,0,0
"2310",4,4,6,1220,1828,224,1870,11,17,0,0,0,0,0,0,0
"2311",206,3,5,1920,2253,127,1005,4,15,213,0,0,0,0,0,1
"2312",-14,4,5,715,834,52,280,5,14,-6,0,0,0,0,0,0
"2313",2,9,2,1025,1406,208,1576,6,12,-3,0,0,0,0,0,0
"2314",2,1,7,800,905,44,247,9,16,-2,0,0,0,0,0,0
"2315",89,3,6,800,1100,91,733,4,29,85,0,0,1,1,0,0
"2316",-5,5,3,943,1115,64,445,5,21,-3,0,0,0,0,0,0
"2317",-20,11,7,1427,1700,114,901,6,19,-6,0,0,0,0,0,0
"2318",-4,12,3,1348,1639,86,656,4,18,-1,0,0,0,0,0,0
"2319",-20,3,6,1705,1930,226,1660,6,14,-1,0,0,0,0,0,0
"2320",72,12,3,1855,2005,51,328,4,9,78,0,0,0,0,0,1
"2321",1,8,5,1345,1445,43,220,4,10,4,0,0,0,0,0,0
"2322",-3,10,7,1347,1518,114,874,5,29,0,0,0,0,0,0,0
"2323",-9,10,4,659,749,88,589,9,11,-7,0,0,0,0,0,0
"2324",-12,10,1,915,1140,112,802,4,23,-6,0,0,0,0,0,0
"2325",5,8,5,945,1654,232,1774,5,18,-1,0,0,0,0,0,0
"2326",-5,2,4,1805,2140,342,2465,27,23,-2,0,0,0,0,0,0
"2327",-1,2,4,1530,1644,50,331,3,22,-2,0,0,0,0,0,0
"2328",-7,8,3,640,755,52,308,5,12,-1,0,0,0,0,0,0
"2329",21,8,5,1450,1600,154,1235,21,13,23,0,1,0,0,0,0
"2330",20,3,1,750,925,90,546,4,10,11,0,1,0,1,0,1
"2331",28,10,4,1332,1524,99,712,8,10,23,0,0,0,1,0,1
"2332",143,2,3,1555,1818,59,402,13,14,140,0,0,0,1,0,1
"2333",-31,4,3,905,1045,67,372,2,7,-7,0,0,0,0,0,0
"2334",-18,7,3,600,755,91,685,7,4,-5,0,0,0,0,0,0
"2335",-8,4,1,1050,1220,70,409,5,7,0,0,0,0,0,0,0
"2336",72,11,4,1859,2044,42,228,5,23,107,0,0,0,1,0,0
"2338",9,10,1,1520,1548,128,872,10,29,-10,0,0,0,0,0,0
"2339",-10,7,2,624,936,104,781,13,7,-2,0,0,0,0,0,0
"2340",-14,8,3,902,1040,69,443,3,15,-3,0,0,0,0,0,0
"2341",51,1,7,1620,1839,113,740,12,97,28,0,1,0,1,0,0
"2342",-11,9,5,1115,1235,62,451,3,6,-2,0,0,0,0,0,0
"2343",-4,9,2,1515,1735,99,802,6,18,13,0,0,0,0,0,0
"2344",-2,8,7,958,1027,63,323,7,22,-5,0,0,0,0,0,0
"2345",34,4,4,1030,1352,106,853,5,43,22,0,0,0,1,0,1
"2346",-11,5,4,1511,1614,91,610,7,16,-2,0,0,0,0,0,0
"2347",1,11,6,915,1110,163,992,3,13,-3,0,0,0,0,0,0
"2348",1,3,1,605,728,65,401,8,22,-11,0,0,0,0,0,0
"2349",-9,10,3,1050,1210,65,405,4,7,-5,0,0,0,0,0,0
"2350",-10,8,2,1610,1825,41,229,5,11,8,0,0,0,0,0,0
"2351",-18,9,6,1110,1402,144,1133,6,9,-5,0,0,0,0,0,0
"2352",5,4,3,845,1010,76,479,2,11,1,0,0,0,0,0,0
"2353",-18,9,3,825,940,105,775,8,10,-6,0,0,0,0,0,0
"2354",-9,11,7,2115,2202,28,127,3,15,-8,0,0,0,0,0,0
"2355",-1,11,4,745,905,62,347,6,13,-2,0,0,0,0,0,0
"2356",-14,4,4,1905,2205,149,1111,4,6,7,0,0,0,0,0,0
"2357",31,6,7,645,1432,303,2133,7,9,-1,0,0,0,1,0,0
"2358",5,5,2,1400,1510,56,303,6,5,8,0,0,0,0,0,0
"2359",23,11,5,1947,2134,92,571,4,10,24,0,0,1,0,0,1
"2360",-10,2,7,715,827,173,1136,6,11,-8,0,0,0,0,0,0
"2361",-8,10,5,758,929,67,258,3,21,-8,0,0,0,0,0,0
"2362",34,5,5,1934,2043,52,270,8,8,35,0,0,0,0,0,1
"2363",-21,5,2,1225,1528,94,669,7,9,-8,0,0,0,0,0,0
"2364",-21,4,6,950,1248,140,1125,4,9,4,0,0,0,0,0,0
"2365",-17,2,1,2025,2235,103,710,2,10,-2,0,0,0,0,0,0
"2366",-8,6,3,1935,2220,144,1107,6,11,-4,0,0,0,0,0,0
"2367",-17,11,3,1120,1310,77,478,8,15,-7,0,0,0,0,0,0
"2368",-12,6,7,1506,1627,55,212,6,9,-1,0,0,0,0,0,0
"2369",47,6,6,1525,1847,356,2586,9,59,5,0,0,0,1,0,1
"2370",11,10,1,1731,1833,38,215,5,18,12,0,0,0,0,0,0
"2371",34,3,5,1325,1510,285,1900,8,13,13,0,0,0,1,0,1
"2372",3,6,3,600,626,83,286,4,9,-7,0,0,0,0,0,0
"2373",-18,4,3,2355,343,196,1617,6,15,-7,0,0,0,0,0,0
"2374",-26,8,7,1310,1545,125,911,3,7,-6,0,0,0,0,0,0
"2375",-2,10,4,2230,655,297,2611,6,17,3,0,0,0,0,0,0
"2376",-8,11,6,1645,2010,342,2611,11,11,13,0,0,0,0,0,0
"2377",-2,3,5,815,922,41,270,6,14,4,0,0,0,0,0,0
"2378",-19,2,4,2050,2255,97,728,7,10,-8,0,0,0,0,0,0
"2379",-5,9,4,1715,1845,69,404,3,15,-2,0,0,0,0,0,0
"2380",-16,11,2,720,925,98,727,5,8,-2,0,0,0,0,0,0
"2381",-13,3,2,1130,1250,62,317,4,6,-5,0,0,0,0,0,0
"2382",-18,9,6,1300,1433,70,468,3,10,-8,0,0,0,0,0,0
"2383",-18,12,1,1015,1405,315,2562,6,12,-1,0,0,0,0,0,0
"2384",-15,10,3,715,1044,343,2565,6,25,0,0,0,0,0,0,0
"2385",16,1,2,1528,1645,106,651,5,33,9,0,1,0,1,0,0
"2386",-14,8,6,744,925,74,550,2,12,-1,0,0,0,0,0,0
"2387",10,10,7,807,907,106,602,6,19,-1,0,0,0,0,0,0
"2388",-17,2,6,1639,1926,74,594,3,21,-8,0,0,0,0,0,0
"2389",-2,9,2,935,1255,121,957,7,10,0,0,0,0,0,0,0
"2390",-7,5,3,725,835,55,328,4,8,-4,0,0,0,0,0,0
"2391",-32,6,2,1405,1624,92,665,5,11,-1,0,0,0,0,0,0
"2392",18,12,5,1154,1256,30,166,4,46,0,0,0,0,1,0,0
"2393",-26,4,3,1300,2048,234,2077,12,14,2,0,0,0,0,0,0
"2394",-10,1,7,1759,2017,156,1020,7,29,-4,0,0,0,0,0,0
"2395",-13,6,1,1535,1735,104,752,3,8,-8,0,0,0,0,0,0
"2396",0,1,2,750,850,43,226,3,16,-2,0,0,0,0,0,0
"2397",-13,8,6,1235,1346,105,781,5,11,-3,0,0,0,0,0,0
"2398",-32,9,2,1640,1929,281,2153,5,35,-4,0,0,0,0,0,0
"2399",-9,1,4,1340,1450,48,247,5,10,-2,0,0,0,0,0,0
"2401",-8,5,4,1920,2202,87,613,5,8,-6,0,0,0,0,0,0
"2402",1,1,5,1300,1525,112,834,4,21,9,0,0,0,0,0,0
"2403",-10,1,7,650,935,144,1137,4,10,-3,0,0,0,0,0,0
"2404",-19,6,2,1545,1725,73,544,4,10,-6,0,0,0,0,0,0
"2405",-8,5,2,1640,1714,72,448,6,13,-5,0,0,0,0,0,0
"2406",2,9,3,2109,2259,77,505,19,20,-4,0,0,0,0,0,0
"2407",7,12,7,800,1024,178,1028,4,16,13,0,0,0,0,0,0
"2408",5,11,5,1720,2043,134,930,3,19,-8,0,0,0,0,0,0
"2409",5,11,1,1010,1235,132,857,7,19,-8,0,0,0,0,0,0
"2410",-13,4,4,945,1210,110,742,4,19,-1,0,0,0,0,0,0
"2411",-4,4,3,1845,1940,40,223,3,7,1,0,0,0,0,0,0
"2412",-1,10,1,1500,1555,42,239,3,10,-1,0,0,0,0,0,0
"2413",21,4,4,1508,1718,112,665,3,17,19,0,1,0,1,0,0
"2414",-24,1,2,930,1345,342,2583,8,6,-5,0,0,0,0,0,0
"2415",-15,8,7,827,1010,128,967,4,19,-3,0,0,0,0,0,0
"2416",4,1,1,2130,2357,65,451,5,9,12,0,0,0,0,0,0
"2417",-16,2,4,855,1019,57,411,4,10,-3,0,0,0,0,0,0
"2418",-9,6,5,1848,2040,82,545,12,14,-5,0,0,0,0,0,0
"2419",-6,6,2,910,1020,46,224,10,12,-4,0,0,0,0,0,0
"2420",-9,3,1,1305,1440,133,880,3,7,3,0,0,0,0,0,0
"2422",-3,2,3,720,830,47,304,5,17,-2,0,0,0,0,0,0
"2423",18,8,6,630,730,52,217,13,8,5,0,0,0,1,0,0
"2424",-1,5,1,1209,1315,97,680,6,11,11,0,0,0,0,0,0
"2425",1,7,5,1025,1229,110,756,8,11,-4,0,0,0,0,0,0
"2426",58,8,5,1448,1624,75,526,6,12,61,0,0,0,0,0,1
"2427",-11,7,3,830,955,53,370,17,9,-5,0,0,0,0,0,0
"2428",-17,5,5,920,1055,67,414,4,10,-3,0,0,0,0,0,0
"2429",-8,8,2,1153,1315,58,363,4,21,-9,0,0,0,0,0,0
"2430",59,2,5,840,1130,82,634,8,17,62,0,1,0,0,0,0
"2431",-24,2,5,1118,1409,123,957,7,17,0,0,0,0,0,0,0
"2433",-12,2,1,1800,2200,323,2300,5,25,-5,0,0,0,0,0,0
"2434",0,9,2,2000,2218,105,455,18,25,-10,0,0,0,0,0,0
"2435",-3,11,2,2135,2258,125,836,6,19,-10,0,0,0,0,0,0
"2436",-5,5,5,705,850,149,1005,4,11,-4,0,0,0,0,0,0
"2437",18,8,1,1025,1230,100,651,6,11,26,0,0,0,1,0,0
"2438",4,4,2,1037,1201,70,372,7,13,-2,0,0,0,0,0,0
"2439",13,5,7,1330,1645,94,668,15,44,-5,0,0,0,0,0,0
"2440",-6,3,3,700,807,50,314,5,11,-5,0,0,0,0,0,0
"2441",46,7,7,1455,1639,232,1545,10,17,11,0,0,0,1,0,1
"2442",2,9,3,1830,2140,112,861,7,14,-1,0,0,0,0,0,0
"2443",-11,10,6,947,1112,121,844,4,12,-3,0,0,0,0,0,0
"2444",-19,5,3,610,755,76,493,6,9,-5,0,0,0,0,0,0
"2445",-11,5,7,1217,1408,248,1979,13,24,-5,0,0,0,0,0,0
"2446",-1,11,5,2330,533,214,1846,6,19,3,0,0,0,0,0,0
"2447",19,4,5,800,928,66,432,6,22,13,0,1,0,1,0,0
"2448",2,6,1,1635,1755,61,370,5,10,6,0,0,0,0,0,0
"2449",9,5,5,2135,2255,67,417,3,11,8,0,0,0,0,0,0
"2450",-19,9,3,800,948,138,981,5,14,-8,0,0,0,0,0,0
"2451",-8,2,7,1930,2100,65,407,5,11,1,0,0,0,0,0,0
"2452",-9,4,3,1333,1609,65,440,12,12,-2,0,0,0,0,0,0
"2453",40,5,4,1900,1941,87,552,4,13,37,0,1,0,1,0,0
"2454",-21,1,2,1120,1432,97,804,7,10,-3,0,0,0,0,0,0
"2455",-9,4,2,1055,1300,98,718,8,6,4,0,0,0,0,0,0
"2456",8,1,3,1655,1813,51,296,12,11,12,0,0,0,0,0,0
"2457",3,3,7,935,1803,294,2475,16,17,4,0,0,0,0,0,0
"2458",-2,8,4,837,920,77,558,5,22,-3,0,0,0,0,0,0
"2459",26,6,6,2115,2330,113,787,8,8,32,0,1,0,0,0,1
"2460",-2,1,3,720,1110,143,1105,4,16,5,0,0,0,0,0,0
"2461",-8,5,6,1135,1315,25,122,2,11,-6,0,0,0,0,0,0
"2462",-24,7,6,1945,2255,92,765,4,11,-1,0,0,0,0,0,0
"2463",-16,7,1,1156,1255,29,133,6,11,-3,0,0,0,0,0,0
"2464",-33,2,6,1044,1335,72,533,6,5,-5,0,0,0,0,0,0
"2465",4,3,5,1100,1432,123,967,6,28,-1,0,0,0,0,0,0
"2466",237,7,2,1655,1952,141,944,10,79,184,0,1,0,1,0,0
"2467",1,5,2,740,907,62,390,4,16,6,0,0,0,0,0,0
"2468",5,12,1,1613,1658,89,541,8,14,-1,0,0,0,0,0,0
"2469",74,12,2,1603,1856,87,599,4,33,63,0,1,0,1,0,1
"2470",7,8,5,1945,2040,39,237,5,7,11,0,0,0,0,0,0
"2471",-1,6,2,1602,1741,141,906,8,14,-5,0,0,0,0,0,0
"2472",-31,3,5,1730,2020,184,1440,6,13,-4,0,0,0,0,0,0
"2473",318,4,4,630,750,60,324,9,7,322,0,1,0,0,0,0
"2474",-8,7,4,615,715,96,683,7,14,-5,0,0,0,0,0,0
"2475",6,5,4,1900,2007,39,201,6,27,1,0,0,0,0,0,0
"2476",-8,6,5,1343,1518,60,455,5,22,0,0,0,0,0,0,0
"2477",-17,2,4,1818,1915,36,140,7,2,-5,0,0,0,0,0,0
"2478",7,2,4,840,1010,67,293,3,24,3,0,0,0,0,0,0
"2479",-3,10,2,1430,1553,52,399,7,11,10,0,0,0,0,0,0
"2480",-12,6,4,545,753,45,272,5,11,-5,0,0,0,0,0,0
"2481",8,9,1,1330,1435,48,247,2,26,-3,0,0,0,0,0,0
"2482",-21,1,3,925,1345,167,1440,10,9,-7,0,0,0,0,0,0
"2483",-8,8,1,1241,1604,111,888,12,12,0,0,0,0,0,0,0
"2484",-8,5,7,605,1330,231,2175,18,9,-1,0,0,0,0,0,0
"2485",21,12,1,1900,2141,137,1050,4,18,23,0,1,0,0,0,1
"2486",-6,6,2,1340,1615,77,562,3,12,-3,0,0,0,0,0,0
"2487",-15,6,6,800,1120,110,895,4,10,1,0,0,0,0,0,0
"2488",-7,6,6,746,819,74,483,4,13,-5,0,0,0,0,0,0
"2489",-20,4,6,1905,2059,141,1013,13,8,-8,0,0,0,0,0,0
"2490",-6,6,1,1130,1259,62,280,3,15,3,0,0,0,0,0,0
"2491",-12,4,2,2020,2150,64,500,4,12,-2,0,0,0,0,0,0
"2492",4,4,5,2055,2145,25,95,9,19,1,0,0,0,0,0,0
"2493",-1,5,5,600,745,86,545,9,15,-6,0,0,0,0,0,0
"2495",-24,1,7,1640,1915,164,1157,7,12,8,0,0,0,0,0,0
"2496",2,1,3,1900,2100,98,666,3,7,14,0,0,0,0,0,0
"2497",-21,10,7,1450,1625,61,392,4,11,-2,0,0,0,0,0,0
"2498",7,7,7,1140,1250,163,1185,6,18,10,0,0,0,0,0,0
"2499",7,2,2,600,815,192,1192,8,10,-8,0,0,0,0,0,0
"2500",-7,1,2,1410,1715,106,806,3,11,-2,0,0,0,0,0,0
"2501",3,4,5,1100,1215,137,780,4,8,-11,0,0,0,0,0,0
"2502",8,4,4,1630,1725,42,239,5,7,9,0,0,0,0,0,0
"2503",26,4,2,830,1140,99,787,3,25,29,0,0,0,1,0,0
"2504",-19,6,2,820,955,65,409,6,9,-4,0,0,0,0,0,0
"2505",-13,9,5,1615,1722,36,223,5,15,-2,0,0,0,0,0,0
"2506",10,5,2,645,758,79,339,6,8,-10,0,0,0,0,0,0
"2507",-5,4,6,1115,1240,67,371,5,7,1,0,0,0,0,0,0
"2508",-7,2,3,1105,1245,74,490,4,16,-1,0,0,0,0,0,0
"2509",-16,10,4,1415,1638,50,316,6,14,-3,0,0,0,0,0,0
"2510",-13,6,2,600,704,42,214,5,10,-6,0,0,0,0,0,0
"2511",-15,5,5,1740,1850,46,268,8,7,-6,0,0,0,0,0,0
"2512",53,4,4,2025,2100,73,487,7,9,59,0,1,0,0,0,1
"2513",-12,9,3,1030,1200,62,280,8,18,-10,0,0,0,0,0,0
"2514",0,3,3,1450,1600,41,134,6,28,-5,0,0,0,0,0,0
"2515",-9,12,7,1710,2030,112,936,6,17,-4,0,0,0,0,0,0
"2516",21,2,4,1320,1401,21,64,3,22,16,0,0,1,1,0,0
"2517",-17,7,4,820,1030,96,650,3,15,-1,0,0,0,0,0,0
"2518",1,11,7,1200,1355,144,988,9,10,13,0,0,0,0,0,0
"2519",-9,2,3,940,1135,83,551,12,14,-3,0,0,0,0,0,0
"2521",6,4,4,2122,2202,84,586,5,18,-1,0,0,0,0,0,0
"2522",-14,10,5,2010,2335,360,2693,3,13,-5,0,0,0,0,0,0
"2523",3,5,5,1952,2116,167,1303,3,11,26,0,0,0,0,0,0
"2524",100,3,1,1643,1710,67,402,3,11,106,0,0,1,0,0,1
"2525",0,8,5,1700,1805,36,164,12,24,-7,0,0,0,0,0,0
"2526",31,4,1,1220,1345,67,403,5,14,30,0,0,0,1,0,1
"2527",-11,3,1,1040,1401,101,862,5,13,11,0,0,0,0,0,0
"2528",-22,8,4,734,904,58,251,6,10,-6,0,0,0,0,0,0
"2529",-18,1,6,1440,1600,60,372,5,9,-12,0,0,0,0,0,0
"2530",-4,10,6,1454,1534,79,507,4,16,-3,0,0,0,0,0,0
"2531",-7,11,3,1250,1557,111,838,4,8,-3,0,0,0,0,0,0
"2532",5,12,5,1135,1210,20,100,5,20,-5,0,0,0,0,0,0
"2533",-21,5,2,600,816,48,350,10,7,-10,0,0,0,0,0,0
"2534",-20,1,4,1615,1720,39,211,7,9,-10,0,0,0,0,0,0
"2535",9,11,1,1800,2315,178,1506,5,10,11,0,0,0,0,0,0
"2536",2,8,5,1200,1335,136,957,5,15,1,0,0,0,0,0,0
"2537",113,12,5,2235,2332,35,215,5,16,114,0,0,0,0,0,1
"2538",-22,6,2,1100,1505,97,775,2,7,-3,0,0,0,0,0,0
"2539",0,10,6,1200,1536,133,1033,13,13,-3,0,0,0,0,0,0
"2540",63,5,3,1637,2042,107,833,6,12,63,0,1,0,0,0,0
"2541",-19,5,4,635,920,74,577,4,10,-2,0,0,0,0,0,0
"2542",30,10,6,1030,1234,107,671,5,11,31,0,0,0,0,0,1
"2543",16,2,5,956,1245,92,629,11,17,5,0,0,0,1,0,1
"2544",2,12,7,2135,2249,107,674,2,28,-1,0,0,0,0,0,0
"2545",-11,11,2,700,1020,109,880,5,19,-4,0,0,0,0,0,0
"2546",-25,8,6,1700,1916,44,302,11,5,-9,0,0,0,0,0,0
"2547",1,6,3,1124,1316,83,581,10,19,1,0,0,0,0,0,0
"2548",-10,7,5,640,734,151,1084,10,9,-6,0,0,0,0,0,0
"2549",11,7,7,1159,2012,286,2401,14,20,4,0,0,0,0,0,0
"2550",-1,4,2,1410,1623,122,802,5,12,-7,0,0,0,0,0,0
"2551",50,1,6,715,1032,117,911,9,33,28,0,1,0,1,0,0
"2552",-9,10,3,610,850,81,588,4,9,-3,0,0,0,0,0,0
"2553",-14,10,2,1331,1459,68,403,4,13,-11,0,0,0,0,0,0
"2554",-3,7,5,1840,2055,280,2342,8,22,2,0,0,0,0,0,0
"2555",-21,3,6,1050,1859,273,2521,6,14,-5,0,0,0,0,0,0
"2556",-15,11,5,910,1055,86,546,3,6,-5,0,0,0,0,0,0
"2557",-2,1,5,1332,1707,122,997,4,16,11,0,0,0,0,0,0
"2558",62,12,4,2145,2259,52,349,6,38,40,0,0,0,1,0,1
"2559",10,10,5,845,1020,135,872,9,25,-4,0,0,0,0,0,0
"2560",-1,2,7,700,903,84,581,11,31,-4,0,0,0,0,0,0
"2561",-11,1,7,1730,1855,131,622,5,6,-8,0,0,0,0,0,0
"2562",14,5,5,1852,2010,112,794,6,19,15,0,0,0,0,0,0
"2563",117,2,2,1820,1950,146,765,47,27,47,0,0,0,1,0,1
"2564",-2,2,6,1300,1538,117,761,6,38,-5,0,0,0,0,0,0
"2565",-5,3,4,1815,2101,87,590,5,12,-3,0,0,0,0,0,0
"2566",147,1,4,1010,1100,41,116,5,155,-4,0,0,0,1,0,0
"2567",-15,10,6,1650,1755,41,282,3,11,-5,0,0,0,0,0,0
"2568",-16,6,5,805,1037,124,901,3,15,-6,0,0,0,0,0,0
"2569",-6,7,4,620,757,70,429,12,12,-3,0,0,0,0,0,0
"2570",27,3,5,945,1240,137,938,6,59,0,0,0,0,1,0,0
"2571",-14,4,3,1040,1153,43,278,5,18,-7,0,0,0,0,0,0
"2572",3,10,5,1137,1503,129,911,8,13,-1,0,0,0,0,0,0
"2573",-22,6,1,1410,1745,121,1026,4,15,-7,0,0,0,0,0,0
"2574",-6,11,2,1759,2000,98,595,12,12,-7,0,0,0,0,0,0
"2575",-1,6,5,1825,1935,49,258,5,11,4,0,0,0,0,0,0
"2576",-9,8,6,1955,2259,107,794,5,12,-9,0,0,0,0,0,0
"2577",-10,9,2,715,740,54,296,10,18,-7,0,0,0,0,0,0
"2578",7,5,4,1420,1710,88,616,7,9,13,0,0,0,0,0,0
"2579",10,12,4,1633,1754,69,321,9,18,-5,0,0,0,0,0,0
"2580",-12,11,4,1835,1958,117,787,9,14,-9,0,0,0,0,0,0
"2581",0,11,1,1225,1405,74,426,10,16,0,0,0,0,0,0,0
"2582",-8,7,2,730,831,33,152,10,14,-4,0,0,0,0,0,0
"2583",12,11,7,1515,1615,49,248,3,12,8,0,0,0,0,0,0
"2584",12,3,5,1800,1924,133,846,7,17,-1,0,0,0,0,0,0
"2585",5,12,4,1510,1615,113,677,7,8,2,0,0,0,0,0,0
"2586",-1,1,6,1422,1717,143,984,4,24,3,0,0,0,0,0,0
"2587",16,12,5,1230,1500,64,478,6,5,31,0,1,0,0,0,1
"2588",11,4,3,600,725,135,862,12,14,-5,0,0,0,0,0,0
"2589",0,3,1,1220,1510,147,946,8,12,3,0,0,0,0,0,0
"2590",-9,5,6,830,927,32,120,10,15,-9,0,0,0,0,0,0
"2591",71,9,2,1850,2221,152,1050,7,39,24,0,0,1,1,0,1
"2592",-14,5,6,2035,2130,90,588,6,14,-9,0,0,0,0,0,0
"2593",-17,4,7,1135,1340,93,597,7,9,-1,0,0,0,0,0,0
"2594",1,9,7,1700,1750,33,109,8,12,-2,0,0,0,0,0,0
"2595",16,7,3,1505,1618,49,349,8,12,20,0,1,0,0,0,0
"2596",-19,3,6,2110,2225,39,196,4,24,-11,0,0,0,0,0,0
"2597",-5,8,7,759,915,54,326,7,15,-5,0,0,0,0,0,0
"2598",-4,10,1,610,751,80,481,6,15,-4,0,0,0,0,0,0
"2599",-4,9,7,1425,1545,64,395,6,8,-2,0,0,0,0,0,0
"2600",-16,9,3,625,730,32,184,8,14,-5,0,0,0,0,0,0
"2601",-10,9,3,2230,102,133,954,3,13,-7,0,0,0,0,0,0
"2602",-9,5,2,1310,1513,36,222,5,20,-7,0,0,0,0,0,0
"2603",-11,9,3,2125,2258,60,424,7,20,-5,0,0,0,0,0,0
"2604",-3,12,3,1944,2146,282,1927,5,16,-4,0,0,0,0,0,0
"2605",2,10,3,835,955,61,389,3,6,12,0,0,0,0,0,0
"2606",19,5,5,2050,2116,83,411,7,15,0,0,0,0,1,0,0
"2607",28,6,2,2121,2244,54,366,3,34,20,0,1,0,1,0,1
"2608",-1,9,2,1524,1635,49,270,8,15,-2,0,0,0,0,0,0
"2609",-25,4,2,1245,1535,131,992,6,10,-2,0,0,0,0,0,0
"2610",-11,12,3,1304,1521,117,880,6,12,-9,0,0,0,0,0,0
"2611",-2,1,1,800,1325,189,1521,4,15,-5,0,0,0,0,0,0
"2612",-10,2,1,1100,1220,177,1231,4,12,-3,0,0,0,0,0,0
"2613",-12,7,7,941,1115,64,405,7,16,-5,0,0,0,0,0,0
"2614",53,7,3,1131,1640,237,1504,7,12,46,0,0,0,1,0,0
"2615",10,3,4,615,920,107,806,6,26,-4,0,0,0,0,0,0
"2616",18,9,3,1025,1130,48,296,3,9,23,0,1,0,0,0,0
"2617",14,8,2,1730,1900,64,407,7,36,-3,0,0,0,0,0,0
"2618",-5,7,2,1654,1819,60,402,14,13,-7,0,0,0,0,0,0
"2619",14,5,3,745,856,105,692,5,21,14,0,0,0,0,0,0
"2620",7,12,5,1920,2157,130,994,8,14,12,0,0,0,0,0,0
"2621",-1,7,7,1400,1500,41,197,5,12,1,0,0,0,0,0,0
"2622",9,11,2,1715,1818,63,222,3,16,-10,0,0,0,0,0,0
"2623",32,12,6,1325,1445,42,231,6,56,8,0,1,0,1,0,0
"2624",18,2,4,630,710,74,448,5,28,11,0,1,0,1,0,0
"2625",31,11,1,1130,1349,135,665,10,30,-5,0,0,0,1,0,0
"2626",-3,6,1,1120,1413,258,2125,5,18,9,0,0,0,0,0,0
"2627",-23,7,7,1602,2359,256,2133,7,14,-3,0,0,0,0,0,0
"2628",-2,6,2,530,652,60,370,11,12,-3,0,0,0,0,0,0
"2629",38,7,4,1615,1727,49,199,9,7,45,0,1,0,0,0,0
"2630",-15,9,2,1505,1555,82,588,6,10,-3,0,0,0,0,0,0
"2631",49,12,7,1337,1508,64,438,7,17,52,0,0,0,0,0,1
"2632",-11,5,2,1540,1736,94,651,8,10,-7,0,0,0,0,0,0
"2633",20,8,6,1025,1220,29,177,6,17,23,0,1,0,0,0,0
"2634",1,2,6,1500,1550,92,601,4,14,1,0,0,0,0,0,0
"2635",124,4,5,1635,1803,58,326,19,30,105,0,0,0,1,0,1
"2636",8,4,6,940,1039,39,261,4,27,-3,0,0,0,0,0,0
"2637",-5,3,5,900,1005,46,255,4,11,-1,0,0,0,0,0,0
"2638",-8,11,3,1230,1325,29,109,5,13,0,0,0,0,0,0,0
"2639",7,7,4,1715,1824,53,223,4,15,4,0,0,0,0,0,0
"2640",-1,4,5,905,1020,117,744,5,19,-7,0,0,0,0,0,0
"2641",5,2,1,1635,1930,156,1185,7,17,0,0,0,0,0,0,0
"2642",-3,12,3,1745,2035,93,621,6,8,0,0,0,0,0,0,0
"2643",34,2,5,700,1305,216,1844,3,13,47,0,0,1,0,0,0
"2644",-16,6,2,1255,1410,46,256,7,10,-4,0,0,0,0,0,0
"2645",-10,10,4,1137,1303,119,846,8,13,-4,0,0,0,0,0,0
"2646",-6,5,6,1210,1537,129,871,3,14,-5,0,0,0,0,0,0
"2647",-3,11,3,1535,1734,93,585,4,19,0,0,0,0,0,0,0
