"","ArrDelay","Month","DayOfWeek","CRSDepTime","CRSArrTime","AirTime","Distance","TaxiIn","TaxiOut","DepDelay","Diverted","Carrier","Weather","NAS","Security","LateAircraft"
"1136",-12,9,3,2105,2140,75,528,3,8,-3,0,0,0,0,0,0
"1137",-15,10,7,1858,2328,113,1037,5,24,-7,0,0,0,0,0,0
"1138",-7,5,1,1430,1548,45,214,3,27,-4,0,0,0,0,0,0
"1139",42,11,2,1405,1550,55,284,9,61,22,0,0,0,1,0,0
"1140",-9,10,4,2040,2050,37,177,10,14,0,0,0,0,0,0,0
"1141",-27,11,3,600,835,101,761,10,21,-4,0,0,0,0,0,0
"1142",20,2,5,1800,1856,28,130,6,12,30,0,1,0,0,0,0
"1143",12,5,2,1635,1935,149,998,8,30,5,0,0,0,0,0,0
"1144",-5,5,7,655,950,88,641,10,9,3,0,0,0,0,0,0
"1145",-23,11,6,1845,1955,153,1126,5,14,-5,0,0,0,0,0,0
"1146",38,12,3,1326,1514,83,557,27,8,28,0,0,0,1,0,1
"1147",-17,11,7,1750,1944,141,964,5,15,-4,0,0,0,0,0,0
"1148",-22,11,6,1835,1950,167,1140,5,8,-7,0,0,0,0,0,0
"1149",-3,2,5,1700,1821,60,337,7,15,-4,0,0,0,0,0,0
"1150",-8,9,2,1115,1205,26,109,5,12,-1,0,0,0,0,0,0
"1151",-9,5,6,1130,1250,63,371,5,6,-3,0,0,0,0,0,0
"1152",2,6,1,1655,2159,213,1597,10,17,6,0,0,0,0,0,0
"1153",4,6,3,1329,1437,41,200,5,31,-5,0,0,0,0,0,0
"1154",113,12,7,905,941,31,78,2,20,96,0,0,0,1,0,0
"1155",-10,6,2,1405,1658,83,590,9,13,-2,0,0,0,0,0,0
"1156",6,11,1,830,1618,270,2227,14,15,-5,0,0,0,0,0,0
"1157",2,3,1,2235,2354,56,250,6,26,-7,0,0,0,0,0,0
"1158",11,12,3,1425,1535,43,247,3,14,21,0,0,0,0,0,0
"1160",-23,5,6,700,827,106,862,9,13,-4,0,0,0,0,0,0
"1161",-16,6,3,1555,1720,114,723,6,14,-5,0,0,0,0,0,0
"1162",-12,11,2,1820,2116,81,590,16,8,-1,0,0,0,0,0,0
"1163",21,5,1,2040,2045,43,177,5,8,30,0,0,0,0,0,1
"1164",24,5,2,1715,1831,53,313,3,10,34,0,0,0,0,0,1
"1165",3,4,1,2055,2215,104,756,4,12,23,0,0,0,0,0,0
"1166",-35,4,2,1845,2050,87,612,2,8,-7,0,0,0,0,0,0
"1167",-16,5,5,1050,1625,177,1521,5,11,6,0,0,0,0,0,0
"1168",173,4,7,935,1039,44,259,13,29,151,0,0,0,1,0,1
"1169",-15,11,6,1859,2110,113,838,5,8,-10,0,0,0,0,0,0
"1170",-22,5,4,1900,2025,53,337,3,6,1,0,0,0,0,0,0
"1171",-5,12,7,640,1011,137,1009,3,14,-8,0,0,0,0,0,0
"1172",132,7,7,1951,2038,66,412,18,20,135,0,1,0,0,0,1
"1173",76,12,4,847,945,81,589,5,35,73,0,1,0,1,0,1
"1174",69,1,1,1455,2315,299,2521,4,24,62,0,0,0,1,0,1
"1176",-18,4,4,700,840,69,499,6,12,-5,0,0,0,0,0,0
"1177",-8,6,4,1145,1341,86,595,9,15,-2,0,0,0,0,0,0
"1178",9,11,1,1345,1647,337,2454,13,21,0,0,0,0,0,0,0
"1179",1,5,3,1619,1710,26,89,20,10,-4,0,0,0,0,0,0
"1180",-8,9,2,1135,1320,84,587,4,13,-4,0,0,0,0,0,0
"1181",-15,2,4,2120,2315,31,157,5,15,-11,0,0,0,0,0,0
"1182",-7,2,2,1750,1747,28,134,3,19,0,0,0,0,0,0,0
"1183",-6,10,5,1955,50,155,1262,6,6,2,0,0,0,0,0,0
"1184",-9,11,3,1510,1710,88,551,15,12,-4,0,0,0,0,0,0
"1185",-4,7,5,1955,2036,22,70,3,12,0,0,0,0,0,0,0
"1186",-2,9,5,1616,1805,96,542,7,7,-3,0,0,0,0,0,0
"1187",24,12,6,850,933,24,77,3,35,5,0,1,0,1,0,0
"1188",-6,7,1,600,749,82,516,11,14,-4,0,0,0,0,0,0
"1189",-12,10,1,1252,1345,31,89,8,6,-4,0,0,0,0,0,0
"1190",-20,9,6,1445,1647,209,1491,8,9,-4,0,0,0,0,0,0
"1191",-1,10,3,1620,1854,74,533,5,12,2,0,0,0,0,0,0
"1192",4,8,6,1545,1635,38,181,11,8,-3,0,0,0,0,0,0
"1193",-8,4,5,610,748,81,317,5,4,0,0,0,0,0,0,0
"1194",-10,4,5,500,650,78,529,12,15,-5,0,0,0,0,0,0
"1195",-12,11,7,1915,1925,50,325,4,7,-3,0,0,0,0,0,0
"1196",-8,6,5,1700,2019,109,787,4,18,0,0,0,0,0,0,0
"1197",96,3,1,645,1259,252,1846,6,17,75,0,0,0,1,0,0
"1198",3,4,6,900,1010,118,759,3,13,-1,0,0,0,0,0,0
"1199",12,9,4,2025,2130,51,226,4,14,8,0,0,0,0,0,0
"1200",-9,10,3,2235,2345,46,232,4,13,-2,0,0,0,0,0,0
"1201",-12,7,5,1350,1738,136,1142,8,15,-3,0,0,0,0,0,0
"1202",-2,1,6,900,1127,109,879,5,13,18,0,0,0,0,0,0
"1203",1,4,2,1220,1359,77,547,10,16,-3,0,0,0,0,0,0
"1204",2,12,2,1436,1503,76,369,5,14,-6,0,0,0,0,0,0
"1205",-16,1,2,830,939,43,214,3,11,-4,0,0,0,0,0,0
"1206",13,8,5,1223,1437,109,745,18,15,5,0,0,0,0,0,0
"1207",-3,6,2,745,925,80,546,5,10,2,0,0,0,0,0,0
"1208",78,8,4,1540,1720,67,408,26,94,-9,0,0,0,1,0,0
"1209",6,2,5,800,928,70,416,15,14,-5,0,0,0,0,0,0
"1210",37,8,2,1750,1855,52,305,6,7,37,0,0,0,0,0,1
"1211",24,9,1,2015,2300,209,1562,18,16,6,0,0,0,1,0,1
"1212",11,3,7,1850,2015,71,461,4,16,5,0,0,0,0,0,0
"1213",6,7,7,1335,1520,92,624,3,19,-3,0,0,0,0,0,0
"1214",-4,4,6,1430,1557,68,362,6,13,-4,0,0,0,0,0,0
"1215",-7,12,2,1750,2255,171,1390,3,6,-2,0,0,0,0,0,0
"1216",-9,1,3,1300,1700,150,1197,18,10,-7,0,0,0,0,0,0
"1217",1,10,2,1505,1635,57,443,5,34,-5,0,0,0,0,0,0
"1218",-14,10,5,1353,1650,85,622,3,18,-3,0,0,0,0,0,0
"1219",-3,1,1,1405,1720,112,919,4,14,2,0,0,0,0,0,0
"1220",7,11,6,1510,2045,206,1593,5,12,-1,0,0,0,0,0,0
"1221",12,12,3,1024,1122,46,191,4,25,-5,0,0,0,0,0,0
"1222",-5,4,6,1206,1402,37,151,8,19,-13,0,0,0,0,0,0
"1223",-10,9,4,1837,2003,115,874,4,17,0,0,0,0,0,0,0
"1224",-13,5,1,710,920,103,834,6,10,-2,0,0,0,0,0,0
"1225",-4,11,2,1010,1117,35,208,3,31,-6,0,0,0,0,0,0
"1226",23,1,1,600,754,149,975,13,29,6,0,1,0,1,0,0
"1227",-19,6,5,1635,1820,72,493,6,15,-7,0,0,0,0,0,0
"1228",-14,8,1,2006,2121,100,743,4,20,-3,0,0,0,0,0,0
"1229",9,12,7,1617,1729,44,331,5,28,4,0,0,0,0,0,0
"1230",2,5,5,830,1030,104,646,5,11,2,0,0,0,0,0,0
"1231",-10,11,3,1950,2235,79,611,3,12,1,0,0,0,0,0,0
"1232",0,5,7,1042,1312,69,449,12,13,-4,0,0,0,0,0,0
"1233",5,8,7,1755,2125,124,925,4,21,6,0,0,0,0,0,0
"1234",-5,8,4,1251,1416,69,452,4,10,-3,0,0,0,0,0,0
"1235",102,3,1,1430,1525,24,83,5,25,103,0,1,0,0,0,0
"1236",53,10,3,1535,1935,153,1246,4,20,56,0,0,1,0,0,1
"1237",-14,1,2,935,1300,229,1562,11,13,-2,0,0,0,0,0,0
"1238",26,6,2,1305,1410,165,1235,4,20,22,0,1,0,1,0,1
"1239",-9,7,2,1000,1112,55,228,2,15,-9,0,0,0,0,0,0
"1240",-4,1,2,1255,1345,37,180,4,10,-5,0,0,0,0,0,0
"1241",7,9,5,2015,2320,105,772,5,19,3,0,0,0,0,0,0
"1242",-6,8,6,1309,1347,21,102,4,9,-2,0,0,0,0,0,0
"1243",5,11,6,1110,1400,217,1576,6,12,0,0,0,0,0,0,0
"1244",-3,6,6,700,854,95,545,10,12,-6,0,0,0,0,0,0
"1246",2,1,4,2255,630,323,2762,7,16,-9,0,0,0,0,0,0
"1247",-31,5,7,915,1238,157,1024,4,15,-4,0,0,0,0,0,0
"1248",-12,8,7,1555,1755,40,223,5,9,-6,0,0,0,0,0,0
"1249",19,1,4,1559,1703,48,227,4,29,2,0,1,0,1,0,0
"1250",36,11,1,1505,1826,145,861,16,13,3,0,1,0,1,0,0
"1251",-15,12,1,700,1017,167,1068,3,12,0,0,0,0,0,0,0
"1252",-1,3,3,900,1435,185,1670,20,8,1,0,0,0,0,0,0
"1253",-26,7,5,1321,1417,24,109,3,13,-10,0,0,0,0,0,0
"1254",9,5,1,1028,1239,111,834,8,9,12,0,0,0,0,0,0
"1255",8,4,7,1005,1115,53,223,4,28,-7,0,0,0,0,0,0
"1256",11,4,2,1305,1439,90,429,11,7,-3,0,0,0,0,0,0
"1257",-5,7,1,1652,1725,42,247,2,25,19,0,0,0,0,0,0
"1258",-1,9,5,1310,1435,61,390,6,7,10,0,0,0,0,0,0
"1259",-17,11,5,1455,1610,46,299,4,13,-5,0,0,0,0,0,0
"1260",-17,8,6,703,935,67,522,2,12,-6,0,0,0,0,0,0
"1261",3,9,7,1030,1345,122,929,4,15,-3,0,0,0,0,0,0
"1262",-25,12,5,1508,1640,109,846,4,11,3,0,0,0,0,0,0
"1263",-11,9,7,1815,2010,92,624,17,5,-10,0,0,0,0,0,0
"1264",-16,6,7,1625,1735,44,247,5,10,-5,0,0,0,0,0,0
"1265",-16,10,4,1435,1910,132,1129,4,7,-4,0,0,0,0,0,0
"1266",4,10,2,845,950,44,270,4,24,-3,0,0,0,0,0,0
"1267",-22,10,5,1107,1153,129,936,5,14,-4,0,0,0,0,0,0
"1268",-4,8,6,1655,1923,128,957,8,8,0,0,0,0,0,0,0
"1269",-2,7,3,605,810,47,328,3,14,-1,0,0,0,0,0,0
"1271",5,2,3,810,1020,101,728,7,37,-10,0,0,0,0,0,0
"1272",-12,6,3,1445,1730,84,580,5,7,-3,0,0,0,0,0,0
"1273",2,8,4,1450,1626,71,481,7,14,6,0,0,0,0,0,0
"1274",-29,10,7,925,1135,212,1642,3,8,-2,0,0,0,0,0,0
"1275",-18,9,7,950,1310,114,865,3,8,-3,0,0,0,0,0,0
"1276",7,9,4,1730,1921,91,644,2,28,-3,0,0,0,0,0,0
"1277",-1,10,5,1350,1445,39,178,3,12,0,0,0,0,0,0,0
"1278",-6,11,4,1425,1756,131,1062,3,12,-1,0,0,0,0,0,0
"1279",4,6,1,1120,1245,119,853,4,9,17,0,0,0,0,0,0
"1280",-2,4,2,2355,515,181,1557,6,12,-1,0,0,0,0,0,0
"1281",-3,9,7,920,1230,112,853,7,6,2,0,0,0,0,0,0
"1282",5,12,2,927,938,43,238,5,30,-2,0,0,0,0,0,0
"1283",-16,11,3,1730,2045,145,1097,4,38,-8,0,0,0,0,0,0
"1284",-4,4,1,1835,2030,102,655,3,6,0,0,0,0,0,0,0
"1285",-12,4,4,1030,1240,101,758,7,12,-2,0,0,0,0,0,0
"1286",7,8,4,1150,1430,96,612,5,11,-5,0,0,0,0,0,0
"1287",-5,2,2,1243,1423,79,562,5,12,-1,0,0,0,0,0,0
"1288",-11,10,6,1315,1430,49,296,4,15,-4,0,0,0,0,0,0
"1289",14,2,6,950,1138,75,404,6,26,15,0,0,0,0,0,0
"1290",9,12,1,1447,1630,78,545,4,20,10,0,0,0,0,0,0
"1291",-29,4,5,1330,2210,295,2677,11,12,-7,0,0,0,0,0,0
"1292",-14,7,1,645,1250,210,1726,6,24,-9,0,0,0,0,0,0
"1293",17,5,1,1558,1649,29,152,3,20,16,0,1,0,1,0,0
"1294",19,8,1,1150,1315,164,1379,8,11,41,0,1,0,0,0,1
"1295",132,7,3,1820,2015,261,2136,4,11,151,0,1,0,0,0,1
"1296",13,8,3,1256,1358,108,689,6,25,-4,0,0,0,0,0,0
"1297",-11,3,1,605,804,97,614,2,9,0,0,0,0,0,0,0
"1298",7,1,4,625,820,91,605,6,9,16,0,0,0,0,0,0
"1299",-1,3,1,720,1015,156,1145,3,18,-3,0,0,0,0,0,0
"1300",-7,7,2,1142,1511,126,911,6,12,-2,0,0,0,0,0,0
"1301",-6,8,4,805,911,220,1671,9,10,1,0,0,0,0,0,0
"1302",0,4,3,855,955,42,268,7,6,5,0,0,0,0,0,0
"1303",-2,1,4,1850,2154,101,674,5,20,-4,0,0,0,0,0,0
"1304",1,2,5,1640,1740,47,228,4,11,-1,0,0,0,0,0,0
"1305",-22,11,1,1100,1210,43,284,10,6,-11,0,0,0,0,0,0
"1306",-1,7,3,1910,2047,80,493,11,8,-3,0,0,0,0,0,0
"1307",-7,7,3,1200,1305,98,622,14,16,-10,0,0,0,0,0,0
"1308",47,1,1,1200,1321,116,836,5,19,48,0,1,0,0,0,0
"1309",-13,4,5,1710,1844,67,428,8,8,-2,0,0,0,0,0,0
"1310",12,4,4,2310,625,226,1946,11,11,19,0,0,0,0,0,0
"1311",45,12,5,1000,1245,79,616,9,9,53,0,1,0,0,0,1
"1312",-27,12,5,2030,2350,143,1086,4,21,5,0,0,0,0,0,0
"1313",-34,8,6,1255,1420,54,273,4,5,-12,0,0,0,0,0,0
"1314",-2,9,2,1700,2019,109,787,8,22,-2,0,0,0,0,0,0
"1315",-23,11,1,600,750,130,967,6,17,-6,0,0,0,0,0,0
"1316",-5,6,3,755,1041,81,602,9,12,-1,0,0,0,0,0,0
"1317",27,8,1,1540,1838,170,1065,4,35,-4,0,0,0,1,0,0
"1318",-18,12,5,1028,1030,33,157,8,10,-7,0,0,0,0,0,0
"1319",9,7,1,1736,1950,106,594,8,31,-2,0,0,0,0,0,0
"1320",-12,9,1,750,1016,222,1626,7,28,-3,0,0,0,0,0,0
"1321",-15,1,4,1850,2225,134,1072,3,8,-5,0,0,0,0,0,0
"1322",-12,2,2,1453,1557,42,215,6,9,-5,0,0,0,0,0,0
"1323",-21,10,6,1623,1835,94,594,9,15,-7,0,0,0,0,0,0
"1324",-7,1,7,840,925,29,148,6,7,-4,0,0,0,0,0,0
"1325",-7,1,3,1000,1205,211,1593,10,11,6,0,0,0,0,0,0
"1326",-7,10,5,918,1259,140,1020,10,9,-5,0,0,0,0,0,0
"1327",-1,3,1,1800,2137,147,946,9,8,-8,0,0,0,0,0,0
"1328",-10,2,3,748,851,44,234,2,6,1,0,0,0,0,0,0
"1329",100,7,3,1915,2116,260,2139,7,17,117,0,1,0,0,0,0
"1330",-16,9,4,1713,1842,63,406,8,8,-6,0,0,0,0,0,0
"1331",99,7,3,2130,2312,75,554,8,118,0,0,0,0,1,0,0
"1332",-13,2,7,1615,1839,65,513,3,5,-2,0,0,0,0,0,0
"1333",-1,7,2,1200,1316,44,214,3,33,-5,0,0,0,0,0,0
"1334",51,2,3,1415,1615,196,1086,8,38,-11,0,0,0,0,0,1
"1335",8,10,3,1410,1525,53,237,7,12,11,0,0,0,0,0,0
"1336",-16,6,4,1900,2020,53,337,6,7,-2,0,0,0,0,0,0
"1337",-22,5,3,1410,1545,70,424,4,14,-15,0,0,0,0,0,0
"1338",50,10,5,1206,1354,109,515,12,10,27,0,1,0,1,0,0
"1339",219,4,4,1255,1445,93,551,6,11,219,0,0,0,0,0,1
"1340",-4,4,1,650,1155,154,1313,18,12,-3,0,0,0,0,0,0
"1341",4,8,4,1218,1340,125,874,6,14,1,0,0,0,0,0,0
"1342",8,5,5,1110,1255,274,1946,5,18,-4,0,0,0,0,0,0
"1343",-12,8,6,732,836,87,599,3,20,2,0,0,0,0,0,0
"1344",-22,12,3,1305,1413,40,223,4,8,-6,0,0,0,0,0,0
"1345",1,7,3,1625,1730,90,641,6,17,13,0,0,0,0,0,0
"1346",13,9,7,2200,600,294,2425,5,16,-2,0,0,0,0,0,0
"1347",-5,2,4,1235,1305,22,84,4,7,-8,0,0,0,0,0,0
"1348",-11,6,2,1310,1350,15,70,3,15,-4,0,0,0,0,0,0
"1349",16,4,3,1906,2243,133,1048,5,42,-7,0,0,0,1,0,0
"1350",-1,8,4,825,935,57,288,4,7,1,0,0,0,0,0,0
"1351",-17,5,6,1150,1913,234,2053,5,15,-8,0,0,0,0,0,0
"1352",18,7,1,1120,1240,61,408,7,21,9,0,1,0,1,0,0
"1353",94,8,6,1120,1236,119,853,1,15,95,0,0,1,0,0,1
"1354",-7,9,1,1100,1144,21,83,8,7,1,0,0,0,0,0,0
"1355",6,6,3,1130,1225,164,1140,8,9,0,0,0,0,0,0,0
"1356",19,5,3,1338,1659,115,888,8,12,25,0,0,0,0,0,1
"1357",11,7,6,1323,1350,64,247,4,13,17,0,0,0,0,0,0
"1358",5,7,3,835,1015,137,1013,21,18,-11,0,0,0,0,0,0
"1359",17,2,1,1103,1320,122,861,10,9,13,0,0,0,1,0,1
"1360",2,4,3,2155,30,83,588,4,7,3,0,0,0,0,0,0
"1361",-27,7,1,2000,2142,18,184,10,47,0,0,0,0,0,0,0
"1362",28,6,7,1705,2002,159,998,8,34,4,0,0,0,1,0,0
"1363",-8,8,7,645,1016,126,913,13,14,-10,0,0,0,0,0,0
"1364",76,2,1,1753,1955,178,1107,10,19,51,0,1,0,1,0,1
"1365",-11,1,3,1115,1227,58,274,5,9,-11,0,0,0,0,0,0
"1366",0,10,6,1045,1254,124,787,10,9,-14,0,0,0,0,0,0
"1367",-16,3,5,1310,1430,59,386,8,7,-10,0,0,0,0,0,0
"1368",-8,11,6,1820,2235,176,1562,5,11,-5,0,0,0,0,0,0
"1369",-13,8,3,1520,1720,35,177,5,9,-2,0,0,0,0,0,0
"1370",-3,5,6,800,1330,188,1497,4,9,6,0,0,0,0,0,0
"1371",4,10,1,1210,2040,309,2446,10,17,-2,0,0,0,0,0,0
"1372",-6,7,6,1605,1715,45,281,5,17,-3,0,0,0,0,0,0
"1373",-21,6,1,1629,1753,38,185,6,21,-2,0,0,0,0,0,0
"1374",-3,9,3,1610,1831,77,508,13,38,10,0,0,0,0,0,0
"1375",16,3,1,2100,2359,161,1237,4,19,11,0,0,0,1,0,1
"1376",-11,2,4,845,1035,64,430,4,27,4,0,0,0,0,0,0
"1377",-6,7,1,1840,1957,108,781,3,25,-5,0,0,0,0,0,0
"1378",48,2,3,2110,2200,38,189,2,7,51,0,0,0,0,0,1
"1379",20,7,4,1945,2154,80,487,6,70,-7,0,0,0,1,0,0
"1380",-16,7,2,1730,1845,62,269,3,4,-10,0,0,0,0,0,0
"1381",113,7,2,1835,1946,49,259,5,32,98,0,0,0,1,0,1
"1382",-9,3,5,812,915,35,191,6,13,0,0,0,0,0,0,0
"1383",33,1,3,1545,1713,51,336,8,58,4,0,0,0,1,0,1
"1384",-9,1,1,1610,1756,78,559,6,10,3,0,0,0,0,0,0
"1385",-8,11,3,1630,1916,265,1864,7,14,-8,0,0,0,0,0,0
"1386",3,5,3,1755,1932,134,967,3,26,-3,0,0,0,0,0,0
"1387",-4,7,3,928,1054,69,386,7,14,-8,0,0,0,0,0,0
"1388",28,4,4,1225,1545,106,804,7,9,46,0,0,0,1,0,0
"1389",-6,5,7,1729,2058,351,2475,7,21,4,0,0,0,0,0,0
"1390",-4,12,4,610,830,60,350,6,13,-3,0,0,0,0,0,0
"1391",50,12,6,1449,1627,173,838,4,7,24,0,0,1,1,0,0
"1392",-2,1,5,1800,2130,121,1021,7,20,0,0,0,0,0,0,0
"1393",62,12,7,700,810,40,224,9,9,74,0,1,0,0,0,0
"1394",5,8,5,1307,1444,84,445,12,9,-3,0,0,0,0,0,0
"1395",1,3,2,1815,2000,84,443,12,15,-5,0,0,0,0,0,0
"1396",-16,10,3,835,1000,59,364,9,7,-6,0,0,0,0,0,0
"1397",-20,12,5,841,1053,102,810,6,10,-6,0,0,0,0,0,0
"1398",-17,4,2,1150,1300,104,761,3,9,-3,0,0,0,0,0,0
"1399",-16,8,7,1700,2002,81,689,5,24,-4,0,0,0,0,0,0
"1400",15,11,5,2002,2059,31,160,7,31,3,0,0,0,1,0,1
"1401",100,12,2,1725,1855,118,622,19,21,92,0,0,0,1,0,0
"1402",-3,9,7,1325,1440,61,373,3,6,2,0,0,0,0,0,0
"1403",-22,3,5,835,1040,98,650,5,16,-16,0,0,0,0,0,0
"1404",-27,3,7,2115,2305,185,1532,2,13,3,0,0,0,0,0,0
"1405",-1,12,2,740,1050,105,764,13,11,0,0,0,0,0,0,0
"1406",57,7,2,1900,2135,154,956,4,20,34,0,0,0,1,0,0
"1407",74,10,5,931,1059,66,372,4,15,77,0,0,0,1,0,0
"1408",-14,5,7,1250,1350,91,656,7,12,-4,0,0,0,0,0,0
"1409",14,12,1,540,746,100,644,10,36,-6,0,0,0,0,0,0
"1410",58,4,5,1435,1559,127,719,5,14,56,0,0,0,1,0,1
"1411",10,3,1,2055,2300,50,347,3,5,17,0,0,0,0,0,0
"1412",14,12,5,900,939,71,403,6,21,15,0,0,0,0,0,0
"1413",11,3,6,1515,1655,78,493,5,12,16,0,0,0,0,0,0
"1414",11,5,2,825,925,107,682,3,10,11,0,0,0,0,0,0
"1415",-8,5,1,1906,2222,103,733,6,26,-7,0,0,0,0,0,0
"1416",28,8,3,1620,1858,108,761,5,28,45,0,0,0,0,0,1
"1417",6,12,4,1418,1541,131,732,9,11,-2,0,0,0,0,0,0
"1418",-21,8,2,1000,1206,76,544,4,30,-5,0,0,0,0,0,0
"1420",15,1,2,1035,1120,91,551,6,16,7,0,1,0,1,0,0
"1421",-7,2,2,650,1035,141,1180,5,11,1,0,0,0,0,0,0
"1422",-9,9,2,730,840,92,622,18,16,-5,0,0,0,0,0,0
"1423",-7,8,6,1910,2040,70,451,7,7,-1,0,0,0,0,0,0
"1424",-21,10,3,1925,2040,45,258,5,10,-6,0,0,0,0,0,0
"1425",-19,9,2,1405,1546,80,497,2,10,-10,0,0,0,0,0,0
"1426",19,3,5,900,1038,136,888,9,13,19,0,1,0,0,0,0
"1427",-5,10,3,1655,1817,62,269,5,9,1,0,0,0,0,0,0
"1428",107,6,7,2205,10,110,802,5,10,107,0,1,0,0,0,0
"1429",8,3,5,700,808,105,680,6,24,1,0,0,0,0,0,0
"1430",4,5,3,1016,1103,35,109,7,13,-4,0,0,0,0,0,0
"1431",-10,11,5,930,1035,47,283,5,9,-6,0,0,0,0,0,0
"1432",241,4,7,1135,1855,239,1900,6,24,232,0,1,0,1,0,0
"1433",-15,2,6,1135,1250,55,280,4,11,-10,0,0,0,0,0,0
"1434",-17,9,3,930,1050,46,229,8,18,-9,0,0,0,0,0,0
"1435",162,7,7,2130,8,118,946,6,11,185,0,0,0,0,0,1
"1436",22,6,4,950,1125,110,733,42,28,-3,0,0,0,1,0,0
"1437",16,2,3,1155,1354,106,649,4,12,13,0,1,0,1,0,1
"1438",-14,3,6,1645,1827,129,748,5,14,0,0,0,0,0,0,0
"1439",26,7,2,1955,2120,70,446,3,5,33,0,0,0,0,0,1
"1441",-6,10,3,605,710,40,236,7,13,-1,0,0,0,0,0,0
"1442",38,3,6,1710,1900,97,587,3,8,40,0,0,0,0,0,1
"1443",-16,10,4,2025,2305,247,1844,5,13,-1,0,0,0,0,0,0
"1444",105,11,7,1330,1650,107,874,13,17,108,0,0,0,0,0,1
"1445",-10,2,3,1600,1715,57,342,4,7,-3,0,0,0,0,0,0
"1446",-14,8,3,715,905,87,631,4,11,-6,0,0,0,0,0,0
"1447",-9,3,6,1130,1304,129,779,5,8,3,0,0,0,0,0,0
"1448",-12,3,1,1729,1952,110,780,5,18,-2,0,0,0,0,0,0
"1449",-5,1,5,2215,502,193,1750,5,12,12,0,0,0,0,0,0
"1450",-12,3,5,2035,2207,112,860,10,33,-15,0,0,0,0,0,0
"1451",-22,6,1,138,815,293,2551,6,12,4,0,0,0,0,0,0
"1452",94,10,4,1205,1353,91,640,4,14,93,0,1,0,1,0,0
"1453",55,8,2,755,1325,180,1464,12,16,57,0,1,0,0,0,0
"1454",-13,2,4,1950,2027,19,100,3,6,-4,0,0,0,0,0,0
"1455",-1,4,7,1905,2059,154,1005,14,13,-8,0,0,0,0,0,0
"1456",-12,5,6,940,1126,83,605,2,14,-5,0,0,0,0,0,0
"1457",65,1,6,541,630,35,110,4,11,64,0,1,0,0,0,0
"1458",9,5,2,1055,1200,53,236,3,17,1,0,0,0,0,0,0
"1459",-5,4,3,1950,2044,32,130,7,11,-1,0,0,0,0,0,0
"1460",-7,3,7,745,853,45,190,2,16,-2,0,0,0,0,0,0
"1461",-3,10,1,1455,1722,109,903,4,32,-1,0,0,0,0,0,0
"1462",-6,10,4,730,837,43,259,4,17,-3,0,0,0,0,0,0
"1463",-3,1,3,635,704,21,102,6,6,-7,0,0,0,0,0,0
"1464",94,8,7,1130,1520,148,1121,5,18,93,0,1,0,1,0,1
"1465",-8,11,7,910,1337,176,1416,5,19,-1,0,0,0,0,0,0
"1466",27,2,6,2040,2306,127,834,4,20,22,0,1,0,1,0,0
"1467",15,8,7,1506,1602,38,205,6,17,10,0,0,0,1,0,1
"1468",-22,5,7,815,1325,155,1337,5,11,-3,0,0,0,0,0,0
"1469",-7,6,7,1855,2101,75,544,4,41,-1,0,0,0,0,0,0
"1470",26,2,3,2030,2155,64,461,3,17,27,0,0,0,0,0,1
"1471",58,7,7,1556,2015,175,1167,8,20,54,0,0,0,1,0,0
"1472",-8,9,2,2103,2245,71,479,5,21,-3,0,0,0,0,0,0
"1473",-2,7,1,1021,1123,42,158,4,18,-4,0,0,0,0,0,0
"1474",-1,5,7,2105,3,142,1185,5,15,15,0,0,0,0,0,0
"1475",-2,2,3,1000,1058,31,113,5,19,1,0,0,0,0,0,0
"1476",14,9,1,953,1120,83,539,3,3,12,0,0,0,0,0,0
"1477",3,1,4,2100,2200,41,239,5,12,5,0,0,0,0,0,0
"1478",75,8,4,1729,1905,64,414,9,11,87,0,0,0,0,0,1
"1479",14,7,6,2015,2255,198,1501,3,15,18,0,0,0,0,0,0
"1480",-14,4,2,1725,2010,77,584,3,17,-6,0,0,0,0,0,0
"1482",153,3,7,1736,2004,124,741,171,12,-6,0,0,0,1,0,0
"1483",-6,7,7,1339,1531,82,598,4,24,-4,0,0,0,0,0,0
"1484",-1,8,5,1404,1727,125,948,4,11,2,0,0,0,0,0,0
"1485",-19,9,6,740,905,53,338,7,13,-7,0,0,0,0,0,0
"1486",-16,5,2,1955,2105,49,304,5,8,-8,0,0,0,0,0,0
"1487",4,2,3,1408,1707,95,723,3,16,9,0,0,0,0,0,0
"1488",8,1,6,2125,2309,143,874,10,20,-1,0,0,0,0,0,0
"1489",-23,8,2,1400,1525,111,853,4,8,-1,0,0,0,0,0,0
"1490",0,11,6,1115,1150,29,96,4,10,-8,0,0,0,0,0,0
"1491",4,2,4,1245,1412,63,451,3,15,10,0,0,0,0,0,0
"1492",19,8,2,2114,2222,45,291,3,10,29,0,1,0,0,0,0
"1493",25,2,5,1112,1157,93,521,5,28,4,0,1,0,0,0,0
"1494",84,8,1,1739,1912,121,850,7,11,98,0,1,0,0,0,1
"1495",8,12,4,1910,1947,25,102,7,14,-1,0,0,0,0,0,0
"1496",-2,5,5,1335,1535,35,177,12,17,-6,0,0,0,0,0,0
"1497",107,1,5,1710,1955,81,677,6,14,111,0,0,0,1,0,1
"1498",-16,7,1,1235,1341,36,157,4,13,-3,0,0,0,0,0,0
"1499",46,10,3,2125,2217,81,589,4,16,57,0,0,0,0,0,1
